id,checkpoint_path,logit_cosine,prob_cosine,inverse_kl,symmetric_inverse_kl,top1_agreement,top5_overlap,margin_similarity,confidence_similarity,same_correct,same_wrong,confidence_corr,target_acc,suspect_acc,acc_similarity,load_error
159,suspect_models\suspect_159.safetensors,0.9222112401768565,0.9999550105795264,0.9387099466875195,0.9394453479886055,0.99975,0.6366000147618354,0.5194072026208043,0.9961633197650314,0.99975,0.0,0.5863675646458553,0.999875,0.999875,1.0,
160,suspect_models\suspect_160.safetensors,0.8038683868640568,0.7445836941806542,0.5439499406009912,0.5596555960346014,0.7156,0.6223650141529738,0.17101059290841222,0.5634688233301044,0.715525,7.5e-05,0.18628858804185064,0.999875,0.715525,0.7786039630941722,
161,suspect_models\suspect_161.safetensors,0.9251157896563411,0.9999810048401355,0.9416401891976595,0.9413523264408111,0.999925,0.6379650147601962,0.5239433904273435,0.9960431615427137,0.99985,7.5e-05,0.5948397942045109,0.999875,0.9999,0.9999750006249845,
162,suspect_models\suspect_162.safetensors,0.9233529152467846,0.9999819703459739,0.9401982389196754,0.9397392902843654,0.999875,0.6340850147958845,0.520932811637409,0.995856339110434,0.999825,5e-05,0.5716443042859228,0.999875,0.9999,0.9999750006249845,
163,suspect_models\suspect_163.safetensors,0.6659744071499445,0.7396586550156048,0.5159599849101156,0.5255211524438113,0.715425,0.5326700129579752,0.14528316002059727,0.5064735156178475,0.71535,7.5e-05,0.16611548109014485,0.999875,0.715375,0.7785130400934216,
164,suspect_models\suspect_164.safetensors,0.32142658062057455,0.21083688343676912,0.3113492173023522,0.3611864344831556,0.131125,0.22241500481069088,0.11801194470711053,0.1318645623549819,0.1311,2.5e-05,0.03629570620520011,0.999875,0.1311,0.5351098981953419,
165,suspect_models\suspect_165.safetensors,0.5601456916515716,0.5968548460776867,0.5268995021820069,0.5087252749092877,0.5412,0.49751001223362984,0.15464663060400635,0.6035139028921723,0.54115,5e-05,0.12457620221312835,0.999875,0.54115,0.6855301718966906,
166,suspect_models\suspect_166.safetensors,0.9211840659469366,0.9999666731253266,0.9390964083530009,0.9394047859109939,0.999875,0.6350850147802383,0.5198978104451671,0.9959712067499756,0.999825,5e-05,0.5093986381198682,0.999875,0.9999,0.9999750006249845,
167,suspect_models\suspect_167.safetensors,0.5878841374624637,0.4335166060740761,0.3768672323420644,0.4179022849280387,0.374375,0.4466600105814636,0.12979455692246555,0.2365670690983534,0.37435,2.5e-05,0.06314610406289747,0.999875,0.37435,0.6151858630288677,
168,suspect_models\suspect_168.safetensors,0.9989741608202457,0.9999982388719917,0.9951861105412245,0.9952724335670471,0.99995,0.9403850035510958,0.7727510574452578,0.998801392763853,0.99985,0.0001,0.9607599210833923,0.999875,0.999875,1.0,
169,suspect_models\suspect_169.safetensors,0.9999999716624618,1.0000000002205371,0.9999999369621276,0.9999999340951443,1.0,0.9996500000208616,0.9985416047617793,0.9999947832792997,0.999875,0.000125,0.9999991791677754,0.999875,0.999875,1.0,
170,suspect_models\suspect_170.safetensors,0.512845431598532,0.5382561080985684,0.5200784698061645,0.5177050051324069,0.49085,0.4072100096885115,0.18174615493770688,0.6208541610479354,0.49085,0.0,0.11718505388607946,0.999875,0.490875,0.6626905235255136,
171,suspect_models\suspect_171.safetensors,0.9240470512807369,0.9999767251700162,0.9415123639509082,0.9409373285129666,0.999775,0.6349950147293508,0.5241972424315289,0.9959277655169367,0.999775,0.0,0.6010451785525537,0.999875,0.9999,0.9999750006249845,
172,suspect_models\suspect_172.safetensors,0.9243974043399096,0.9999831469982863,0.9414307628758252,0.9399419773578643,0.999875,0.6355850147798657,0.5246493153398857,0.9956919201374054,0.999825,5e-05,0.5877716339298189,0.999875,0.9999,0.9999750006249845,
173,suspect_models\suspect_173.safetensors,0.8053874558320269,0.7429504660887593,0.5760242015365511,0.589824537198618,0.7093,0.6203250137683004,0.19370055892532692,0.6069943163380027,0.709225,7.5e-05,0.18032739323074964,0.999875,0.709225,0.7748033936388642,
174,suspect_models\suspect_174.safetensors,0.9950191623955965,0.9999884610950946,0.9728369335547089,0.9738367399662733,0.9999,0.8675850077766926,0.5971721896409988,0.9969653774112462,0.999825,7.5e-05,0.7612787608618444,0.999875,0.999875,1.0,
175,suspect_models\suspect_175.safetensors,0.9068766395434738,0.9999469695448875,0.9092067605055869,0.9148907056681812,0.9998,0.6103700144901871,0.4896500251071528,0.99630068064183,0.999775,2.5e-05,0.5613407433980556,0.999875,0.999875,1.0,
176,suspect_models\suspect_176.safetensors,0.4080611298087635,0.2487112226631627,0.32630430004522204,0.375114745702222,0.162775,0.2735950061034411,0.12398004876850173,0.17452851335406303,0.162775,0.0,0.03529003942865984,0.999875,0.162775,0.5443361820260193,
177,suspect_models\suspect_177.safetensors,0.515648245552223,0.5399928919658771,0.5210737215574831,0.5189395482733846,0.492275,0.4078950096786022,0.1806092871386558,0.6220130957454443,0.49225,2.5e-05,0.11029180500065615,0.999875,0.49225,0.6632949175026946,
178,suspect_models\suspect_178.safetensors,0.922153104223311,0.9999371311061084,0.9381881204113364,0.938144196703285,0.999775,0.6341950146883726,0.51795575587973,0.9957956205651164,0.99975,2.5e-05,0.5389667053605849,0.999875,0.99985,0.9999750006249845,
179,suspect_models\suspect_179.safetensors,0.7884416190034943,0.7733229012972761,0.7202311272002757,0.7198965341165662,0.745225,0.5809900135915727,0.29289861006559803,0.7985631586134434,0.74515,7.5e-05,0.1657932298295922,0.999875,0.745175,0.7970032677133977,
180,suspect_models\suspect_180.safetensors,0.9150863714188338,0.999982434052229,0.9343536119729281,0.9353541375249624,0.999925,0.620465014795959,0.5119540476901456,0.9962053882792592,0.99985,7.5e-05,0.594298339903259,0.999875,0.9999,0.9999750006249845,
181,suspect_models\suspect_181.safetensors,0.7111345633329824,0.8531561872700509,0.6541503881134093,0.647940386832133,0.82805,0.5400850130923093,0.2510687765805051,0.843506912983954,0.827975,7.5e-05,0.13013585612450604,0.999875,0.828025,0.8533515381661475,
182,suspect_models\suspect_182.safetensors,0.9875530073925852,0.9999201053701341,0.9579365782365203,0.9592310122355818,0.999875,0.8215200101334602,0.5422908100401983,0.994788760714233,0.9998,7.5e-05,0.5043764625097964,0.999875,0.99985,0.9999750006249845,
183,suspect_models\suspect_183.safetensors,0.6071967439440312,0.4588361481757165,0.40814540465697646,0.44417782606855033,0.3923,0.4565200108330697,0.1423531728782691,0.32003880891799924,0.39225,5e-05,0.08560908556738517,0.999875,0.39225,0.6220356115387605,
184,suspect_models\suspect_184.safetensors,0.6449040068911388,0.5577172538375292,0.4456236126817763,0.47356032349653543,0.502125,0.5002650121044367,0.14336794135803357,0.38162214823067186,0.50205,7.5e-05,0.11200004078776349,0.999875,0.502075,0.6676458806249166,
185,suspect_models\suspect_185.safetensors,0.9860306683257222,0.9998923577159643,0.9596483044221997,0.9609281071096659,0.999925,0.812210010580346,0.5493834712052718,0.9946396022602916,0.999825,0.0001,0.48755731914690564,0.999875,0.99985,0.9999750006249845,
186,suspect_models\suspect_186.safetensors,0.32909606717367423,0.2248429293710913,0.3155469143882394,0.3636722028143704,0.14545,0.231835005062446,0.11792096607619897,0.14226072455942632,0.14545,0.0,0.039812912846215597,0.999875,0.14545,0.5392507111368753,
187,suspect_models\suspect_187.safetensors,0.8467905335456133,0.9999072562709451,0.6509691933110356,0.6397733789727091,0.9999,0.5416100135698915,0.3732397335991263,0.9087490166917443,0.999825,7.5e-05,0.24180486323638353,0.999875,0.999875,1.0,
188,suspect_models\suspect_188.safetensors,0.9150794983819127,0.999969019664824,0.9343047515228391,0.9358568150512874,0.99985,0.626265014693141,0.5126329596983269,0.9960695031508804,0.9998,5e-05,0.5367531280147394,0.999875,0.999875,1.0,
189,suspect_models\suspect_189.safetensors,0.69885262354234,0.7920271670040463,0.6539610031787306,0.6390144038431347,0.75795,0.5838700138919055,0.2349530558119528,0.8038799673333764,0.757925,2.5e-05,0.15847945795086868,0.999875,0.75795,0.8052016023511888,
190,suspect_models\suspect_190.safetensors,0.8720259340524673,0.9999031539738178,0.8099929543010891,0.8378598531939089,0.999725,0.5847900143500417,0.4151534599609673,0.9960151244074106,0.999725,0.0,0.44620878382124335,0.999875,0.99985,0.9999750006249845,
191,suspect_models\suspect_191.safetensors,0.9225064901515841,0.9999737475007773,0.9394501996636391,0.9378289347752928,0.9998,0.6335900147482753,0.520787585356459,0.9954072962343693,0.999775,2.5e-05,0.5859281579065146,0.999875,0.999875,1.0,
192,suspect_models\suspect_192.safetensors,0.9234982353717088,0.9999786131247879,0.9403829066425562,0.9398202904716134,0.999875,0.634780014782399,0.5231946784857661,0.9958503077685833,0.999825,5e-05,0.5526201028832691,0.999875,0.9999,0.9999750006249845,
193,suspect_models\suspect_193.safetensors,0.7754422841973603,0.9661158767891029,0.7105837924294174,0.7287965576883405,0.960475,0.6284850144270807,0.3234447805363685,0.9335184786707162,0.960375,0.0001,0.1662706045004007,0.999875,0.9604,0.9620240987036726,
194,suspect_models\suspect_194.safetensors,0.7450582157358061,0.6592155939342293,0.5377024192322045,0.5551078695118428,0.612775,0.5697000130277127,0.18199667893005536,0.5559543159991502,0.6127,7.5e-05,0.15311831307770749,0.999875,0.612725,0.720902570017662,
195,suspect_models\suspect_195.safetensors,0.9987142408311367,0.9999979830980301,0.9933846051171422,0.9935199405997992,0.99995,0.9314900040782988,0.7478252699449658,0.998618743929267,0.99985,0.0001,0.9459115899085114,0.999875,0.999875,1.0,
196,suspect_models\suspect_196.safetensors,0.6726275718128308,0.8453615089282199,0.6433451454527677,0.632221963064,0.819425,0.5471550132498145,0.23204109559496866,0.8179801419258118,0.819375,5e-05,0.13347729738087302,0.999875,0.819425,0.8471345673260198,
197,suspect_models\suspect_197.safetensors,0.6498755823661341,0.5356098519650455,0.4454345647674054,0.4729884341273457,0.4753,0.49636001169383526,0.14499620571220292,0.4128706749483943,0.475275,2.5e-05,0.10459996305572898,0.999875,0.475325,0.6559312584041193,
198,suspect_models\suspect_198.safetensors,0.9978277835041285,0.9999959233015776,0.9880945679545402,0.9883773118168115,0.99995,0.9110800052776933,0.6915000768620521,0.9981488424226642,0.99985,0.0001,0.8937850561070135,0.999875,0.999875,1.0,
199,suspect_models\suspect_199.safetensors,0.9253120184600353,0.9999889212533831,0.9415755292810499,0.9413005134217441,1.0,0.6390000148225575,0.5230462341606616,0.9960301723122597,0.999875,0.000125,0.6098610769959364,0.999875,0.999875,1.0,
200,suspect_models\suspect_200.safetensors,0.9231072636082769,0.9999697763517499,0.9400461009353399,0.9396632238052786,0.9999,0.6354700147911906,0.5205158758632839,0.9958244055941701,0.999825,7.5e-05,0.5732884890593047,0.999875,0.999875,1.0,
201,suspect_models\suspect_201.safetensors,0.7237663936601021,0.6335750152215085,0.4867091871023178,0.5091950426045805,0.58625,0.5604250130727887,0.1548875593556091,0.47309041310548783,0.586175,7.5e-05,0.14546510154956546,0.999875,0.5862,0.7073761649601217,
202,suspect_models\suspect_202.safetensors,0.4874652009976213,0.48345142274952196,0.45636664233133195,0.4480051147442311,0.41775,0.42900001031570134,0.13627080598063768,0.4887471159085631,0.4177,5e-05,0.09969143320801518,0.999875,0.417725,0.6320513225673925,
203,suspect_models\suspect_203.safetensors,0.7752074609622359,0.9999912689447403,0.9724815671294927,0.9711223785132169,0.9999,0.8132800106681883,0.6205128111310303,0.9952434688180685,0.999825,7.5e-05,0.8059823647241389,0.999875,0.999875,1.0,
204,suspect_models\suspect_204.safetensors,0.5286135365049122,0.3691391167964251,0.37356699346005917,0.4149082344904542,0.291925,0.3847150089096278,0.13377227153247223,0.2601594667941332,0.2919,2.5e-05,0.061925215343955425,0.999875,0.2919,0.5854886634757535,
205,suspect_models\suspect_205.safetensors,0.9708021853059531,0.9990185393532389,0.9323045244909823,0.9315719088226557,0.99915,0.7593050126474351,0.46852214061217384,0.9839191890478134,0.999075,7.5e-05,0.336335569910876,0.999875,0.999125,0.9992505620784411,
